[CURRENT] Sales Transaction Export,,,,,,,,
Oliveseed Foundation,,,,,,,,
"January, 2023-December, 2030",,,,,,,,

Donor,Transaction date,Num,Product/Service full name,Amount,REF #,Line created by,Line created date,Item class
Donor 2176,10/30/2025,9504,Name 1516,143.40,60011959,Peter Lee,11/17/2025 12:05:05 PM,OliveSeed Fdn - Operations
Donor 2177,10/31/2025,9537,Name 1517,100.00,6VJ4LTDZ9T,Jim Mackraz,03/01/2026 06:23:37 PM,Women's Work Center
Donor 2178,11/01/2025,9494,Name 1518,300.00,216,Barb Mackraz,11/03/2025 07:49:07 AM,OliveSeed Fdn - Operations
Donor 2179,11/01/2025,9495,Name 1519,9.59,9424300002,Barb Mackraz,11/03/2025 07:52:11 AM,OliveSeed Fdn - Operations
Donor 2180,11/01/2025,9496,Name 1520,80.00,,Barb Mackraz,11/03/2025 07:53:45 AM,OliveSeed Fdn - Operations
Donor 2181,11/09/2025,9538,Name 1521,25.00,60373765,Jim Mackraz,03/01/2026 06:24:37 PM,OliveSeed Fdn - Operations
Donor 2182,11/15/2025,9497,Name 1522,260.00,,Barb Mackraz,11/15/2025 07:24:20 PM,Scholars
Donor 2183,11/17/2025,9498,Name 1523,"1,000.00",78674,Barb Mackraz,11/17/2025 11:35:26 AM,Writing and Publishing (K)
Donor 2184,11/17/2025,9539,Name 1524,"2,000.00",6XPTY1HZL5,Jim Mackraz,03/01/2026 06:26:31 PM,OliveSeed Fdn - Operations
Donor 2185,11/18/2025,9540,Name 1525,143.40,60686751,Jim Mackraz,03/01/2026 06:28:05 PM,OliveSeed Fdn - Operations
Donor 2186,11/22/2025,9541,Name 1526,400.00,6YFBQUTSAV,Jim Mackraz,03/01/2026 06:28:56 PM,OliveSeed Fdn - Operations
Donor 2187,11/23/2025,9542,Name 1527,50.47,60849382,Jim Mackraz,03/01/2026 06:29:43 PM,OliveSeed Fdn - Operations
Donor 2188,11/24/2025,9509,Name 1528,"3,000.00",201,Barb Mackraz,11/28/2025 06:18:12 PM,MLP
Donor 2189,11/25/2025,9507,Name 1529,250.00,78870,Barb Mackraz,11/28/2025 06:14:59 PM,Writing and Publishing (K)
Donor 2190,11/25/2025,9508,Name 1530,"2,000.00",0005382341,Barb Mackraz,11/28/2025 06:17:06 PM,OliveSeed Fdn - Operations
Donor 2191,11/30/2025,9543,Name 1531,143.40,61088580,Jim Mackraz,03/01/2026 06:30:21 PM,OliveSeed Fdn - Operations
Donor 2192,12/01/2025,9510,Name 1532,"1,000.00",2726,Barb Mackraz,12/05/2025 08:34:12 PM,Scholars
Donor 2193,12/01/2025,9516,Name 1533,100.00,1284,Barb Mackraz,12/09/2025 03:26:42 PM,Scholars
Donor 2194,12/02/2025,9511,Name 1534,100.00,2725,Barb Mackraz,12/05/2025 08:35:52 PM,Scholars
Donor 2195,12/02/2025,9517,Name 1535,200.00,195258,Barb Mackraz,12/09/2025 03:29:18 PM,OliveSeed Fdn - Operations
Donor 2196,12/03/2025,9512,Name 1536,100.00,1064,Barb Mackraz,12/08/2025 11:51:32 AM,Scholars
Donor 2197,12/04/2025,9513,Name 1537,"1,500.00",3400,Barb Mackraz,12/08/2025 01:07:03 PM,OliveSeed Fdn - Operations
Donor 2198,12/08/2025,9514,Name 1538,145.00,2270,Barb Mackraz,12/09/2025 09:05:33 AM,Scholars
Donor 2199,12/08/2025,9515,Name 1539,130.00,2269,Barb Mackraz,12/09/2025 09:06:39 AM,Scholars
Donor 2200,12/09/2025,9518,Name 1540,750.00,108,Barb Mackraz,12/09/2025 09:41:59 PM,Scholars
Donor 2201,12/11/2025,9544,Name 1541,"1,000.01",61584260,Jim Mackraz,03/01/2026 06:31:27 PM,OliveSeed Fdn - Operations
Donor 2202,12/13/2025,9545,Name 1542,478.70,61667514,Jim Mackraz,03/01/2026 06:32:23 PM,OliveSeed Fdn - Operations
Donor 2203,12/15/2025,9519,Name 1543,200.00,1288,Barb Mackraz,12/18/2025 02:04:32 PM,OliveSeed Fdn - Operations
Donor 2204,12/15/2025,9528,Name 1544,"1,000.00",16163359,Barb Mackraz,12/26/2025 04:08:57 PM,OliveSeed Fdn - Operations
Donor 2205,12/15/2025,9546,Name 1545,239.53,61733747,Jim Mackraz,03/01/2026 06:33:12 PM,OliveSeed Fdn - Operations
Donor 2206,12/15/2025,9547,Name 1546,23.51,61733827,Jim Mackraz,03/01/2026 06:34:40 PM,OliveSeed Fdn - Operations
Donor 2207,12/15/2025,9548,Name 1547,50.00,61733888,Jim Mackraz,03/01/2026 06:35:38 PM,OliveSeed Fdn - Operations
Donor 2208,12/15/2025,9549,Name 1548,5.01,61736402,Jim Mackraz,03/01/2026 06:36:28 PM,OliveSeed Fdn - Operations
Donor 2209,12/15/2025,9550,Name 1549,95.50,61736693,Jim Mackraz,03/01/2026 06:37:12 PM,OliveSeed Fdn - Operations
Donor 2210,12/16/2025,9524,Name 1550,100.00,124,Barb Mackraz,12/22/2025 05:26:09 PM,OliveSeed Fdn - Operations
Donor 2211,12/16/2025,9525,Name 1551,500.00,0005647484,Barb Mackraz,12/23/2025 04:43:35 PM,OliveSeed Fdn - Operations
Donor 2212,12/17/2025,9530,Name 1552,500.00,6068352,Barb Mackraz,12/30/2025 02:16:50 PM,MLP
Donor 2213,12/17/2025,9551,Name 1553,500.01,61812320,Jim Mackraz,03/01/2026 06:38:26 PM,OliveSeed Fdn - Operations
Donor 2214,12/18/2025,9552,Name 1554,143.40,61833592,Jim Mackraz,03/01/2026 06:39:02 PM,OliveSeed Fdn - Operations
Donor 2215,12/19/2025,9520,Name 1555,200.00,5155,Barb Mackraz,12/19/2025 04:53:52 PM,OliveSeed Fdn - Operations
Donor 2216,12/19/2025,9521,Name 1556,"1,000.00",WFCT0ZM2LGPP,Barb Mackraz,12/19/2025 04:56:08 PM,Scholars
Donor 2217,12/19/2025,9522,Name 1557,"1,000.00",27397308816,Barb Mackraz,12/21/2025 08:12:22 AM,Scholars
Donor 2218,12/19/2025,9523,Name 1558,"1,000.00",Scholarship for Danie,Barb Mackraz,12/21/2025 08:13:33 AM,Scholars
Donor 2219,12/22/2025,9553,Name 1559,20.00,61973779,Jim Mackraz,03/01/2026 06:46:06 PM,OliveSeed Fdn - Operations
Donor 2220,12/22/2025,9554,Name 1560,23.65,62004192,Jim Mackraz,03/01/2026 06:47:08 PM,OliveSeed Fdn - Operations
Donor 2221,12/22/2025,9555,Name 1561,95.50,62006044,Jim Mackraz,03/01/2026 06:48:38 PM,OliveSeed Fdn - Operations
Donor 2222,12/23/2025,9527,Name 1562,321.50,3707,Barb Mackraz,12/26/2025 04:06:57 PM,Writing and Publishing (K)
Donor 2223,12/23/2025,9556,Name 1563,50.47,62021120,Jim Mackraz,03/01/2026 06:49:19 PM,OliveSeed Fdn - Operations
Donor 2224,12/23/2025,9557,Name 1564,191.30,62039882,Jim Mackraz,03/01/2026 06:50:53 PM,OliveSeed Fdn - Operations
Donor 2225,12/24/2025,9558,Name 1565,574.50,62077075,Jim Mackraz,03/01/2026 06:53:05 PM,School Projects
Donor 2226,12/26/2025,9526,Name 1566,163.61,62N11087KM834231X,Barb Mackraz,12/26/2025 11:42:12 AM,OliveSeed Fdn - Operations
Donor 2227,12/29/2025,9559,Name 1567,191.30,62269416,Jim Mackraz,03/01/2026 06:53:54 PM,OliveSeed Fdn - Operations
Donor 2228,12/30/2025,9560,Name 1568,143.40,62292485,Jim Mackraz,03/01/2026 06:54:24 PM,OliveSeed Fdn - Operations
Donor 2229,12/30/2025,9561,Name 1569,494.79,62299981,Jim Mackraz,03/01/2026 06:57:43 PM,MLP
Donor 2230,12/30/2025,9562,Name 1570,200.00,73AELXAQZ7,Jim Mackraz,03/01/2026 06:58:26 PM,OliveSeed Fdn - Operations
Donor 2231,12/31/2025,9529,Name 1571,7.75,18115855747,Barb Mackraz,12/29/2025 01:04:22 PM,OliveSeed Fdn - Operations
Donor 2232,12/31/2025,9563,Name 1572,95.50,62332062,Jim Mackraz,03/01/2026 06:59:47 PM,MLP
Donor 2233,12/31/2025,9564,Name 1573,191.30,62364275,Jim Mackraz,03/01/2026 07:00:21 PM,OliveSeed Fdn - Operations
Donor 2234,01/02/2026,9565,Name 1574,500.01,62465727,Jim Mackraz,03/01/2026 07:02:08 PM,OliveSeed Fdn - Operations
Donor 2235,01/08/2026,9532,Name 1575,"2,000.00",16281869,Barb Mackraz,01/20/2026 10:33:56 AM,Scholars
Donor 2236,01/08/2026,9532,Name 1576,200.00,16281869,Barb Mackraz,01/20/2026 10:33:56 AM,OliveSeed Fdn - Operations
Donor 2237,01/12/2026,9533,Name 1577,"8,100.00",16285506,Barb Mackraz,01/21/2026 01:10:52 PM,Scholars
Donor 2238,01/12/2026,9533,Name 1578,900.00,16285506,Barb Mackraz,01/21/2026 01:10:52 PM,OliveSeed Fdn - Operations
Donor 2239,01/13/2026,9566,Name 1579,"1,000.00",62824058,Jim Mackraz,03/01/2026 07:02:53 PM,Scholars
Donor 2240,01/15/2026,9567,Name 1580,5.01,62879399,Jim Mackraz,03/01/2026 07:03:26 PM,OliveSeed Fdn - Operations
Donor 2241,01/18/2026,9531,Name 1581,"2,000.00",665,Barb Mackraz,01/18/2026 03:53:43 PM,School Projects
Donor 2242,01/18/2026,9568,Name 1582,143.40,62966935,Jim Mackraz,03/01/2026 07:04:01 PM,OliveSeed Fdn - Operations
Donor 2243,01/20/2026,9534,Name 1583,"2,250.00",1629,Barb Mackraz,01/23/2026 07:47:07 AM,OliveSeed Fdn - Operations
Donor 2244,01/20/2026,9535,Name 1584,"5,000.00",62223852,Barb Mackraz,02/09/2026 03:53:46 PM,Women's Work Center
Donor 2245,01/23/2026,9569,Name 1585,50.47,63124853,Jim Mackraz,03/01/2026 07:04:30 PM,OliveSeed Fdn - Operations
Donor 2246,01/30/2026,9570,Name 1586,143.40,63384270,Jim Mackraz,03/01/2026 07:05:04 PM,OliveSeed Fdn - Operations
Donor 2247,02/15/2026,9571,Name 1587,5.01,63991537,Jim Mackraz,03/01/2026 07:05:40 PM,OliveSeed Fdn - Operations
Donor 2248,02/15/2026,9572,Name 1588,100.01,63998567,Jim Mackraz,03/01/2026 07:07:00 PM,OliveSeed Fdn - Operations
Donor 2249,02/16/2026,9536,Name 1589,"1,100.00",679,Barb Mackraz,02/20/2026 01:31:15 PM,School Projects
Donor 2250,02/16/2026,9573,Name 1590,143.06,64030602,Jim Mackraz,03/01/2026 07:07:53 PM,OliveSeed Fdn - Operations
Donor 2251,02/18/2026,9574,Name 1591,143.40,64084791,Jim Mackraz,03/01/2026 07:08:57 PM,OliveSeed Fdn - Operations
Donor 2252,02/22/2026,9575,Name 1592,20.00,64259232,Jim Mackraz,03/01/2026 07:09:28 PM,OliveSeed Fdn - Operations
Donor 2253,02/23/2026,9576,Name 1593,50.47,64280142,Jim Mackraz,03/01/2026 07:10:03 PM,OliveSeed Fdn - Operations
TOTAL,,,,"$886,535.23",,,,



" Monday, March 09, 2026 02:50 PM GMT-07:00",,,,,,,,
